Title,Authors,Corporate Authors,Book Editors,Source Title,Publication Date,Volume,Conference Title,Conference Date,Total Citations,Average per Year,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Comparison of equivalence and determination of diagnostic utility of min-mod and clamp methods for insulin resistance in diabetes free subjects -: A meta-analysis,GORDILLO MOSCOSO ANTONIO A,4,,ENDOCRINE,DEC 2004,25.0,3rd International Workshop on Insulin Resistance,"FEB 17-19, 2003",6,0.29,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,1,0
Experience With a New Design of Endoretractor for Gasless Laparoscopic Cholecystectomy,GORDILLO MOSCOSO ANTONIO A,8,,SURGICAL LAPAROSCOPY ENDOSCOPY & PERCUTANEOUS TECHNIQUES,DEC 2010,20.0,,,4,0.27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0
DPP-4 as a Possible Biomarker of Inflammation Before Abdominal Surgery for Chronic Pathology: Our Experience with Elective Cholecystectomy,GORDILLO MOSCOSO ANTONIO A,6,,MEDICINA-LITHUANIA,MAY 2019,55.0,,,3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
Influence of the State of the Subarachnoid Space of the Cranial Base in Hydrocephalus Resolution after Endoscopy,GORDILLO MOSCOSO ANTONIO A,7,,JOURNAL OF NEUROLOGICAL SURGERY PART A-CENTRAL EUROPEAN NEUROSURGERY,MAY 2017,78.0,,,3,0.38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
Clinical and Echocardiographic Factors Associated with Right Ventricular Systolic Dysfunction in Hemodialysis Patients,GORDILLO MOSCOSO ANTONIO A,6,,CARDIORENAL MEDICINE,2016,6.0,,,3,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
Decreased pre-surgical CD34<SUP>+</SUP>/CD144<SUP>+</SUP> cell number in patients undergoing coronary artery bypass grafting compared to coronary artery disease-free valvular patients,GORDILLO MOSCOSO ANTONIO A,12,,JOURNAL OF CARDIOTHORACIC SURGERY,JAN 3 2012,7.0,,,3,0.23,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Effectiveness of supervised aerobic exercise in alternating weekdays associated with glycosylated hemoglobin levels among type 2 sedentary diabetic patients,GORDILLO MOSCOSO ANTONIO A,6,,GACETA MEDICA DE MEXICO,JAN-FEB 2007,143.0,,,3,0.17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Evaluation of changes in the treatment of spontaneous intracerebral haemorrhage in a regional hospital in Mexico,GORDILLO MOSCOSO ANTONIO A,6,,REVISTA DE NEUROLOGIA,FEB 16 2010,50.0,,,2,0.13,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Effectiveness of the Therapeutic Laser in the Syndrome of Dysfunction of the Temporomandibular Joint of Arthrogenic Origin,GORDILLO MOSCOSO ANTONIO A,3,,ODOVTOS INTERNATIONAL JOURNAL OF DENTAL SCIENCES,SEP-DEC 2022,24.0,,,1,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Early prognostic capacity of serum lactate for severe postpartum hemorrhage,GORDILLO MOSCOSO ANTONIO A,6,,INTERNATIONAL JOURNAL OF GYNECOLOGY & OBSTETRICS,JUN 2021,153.0,,,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Association between periodontal disease and systemic inflammation in patients on chronic hemodialysis,GORDILLO MOSCOSO ANTONIO A,8,,INVESTIGACION CLINICA,MAR 2019,60.0,,,1,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Knowledge-based controllers for blood glucose regulation in type I diabetic patients by subcutaneous route,GORDILLO MOSCOSO ANTONIO A,4,,PROCEEDINGS OF THE 2003 IEEE INTERNATIONAL SYMPOSIUM ON INTELLIGENT CONTROL,2003,,IEEE International Symposium on Intelligent Control,"OCT 05-08, 2003",1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MORTALITY AND HOSPITAL READMISSION IN PATIENTS WITH METHAMPHETAMINE-ASSOCIATED CARDIOMYOPATHY,GORDILLO MOSCOSO ANTONIO A,7,,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,MAR 7 2023,81.0,72nd Annual Scientific Session (ACC),"MAR 04-06, 2023",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Changes in chloremia, secondary to hydric reanimation during the first 24 hours, increases hospital stay and complications in patients with acute pancreatitis.",GORDILLO MOSCOSO ANTONIO A,6,,INVESTIGACION CLINICA,JUN 2022,63.0,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morphological and biological properties of silica nanoparticles for CRTC3-siRNA delivery and downregulation of the RGS2 expression in preadipocytes,GORDILLO MOSCOSO ANTONIO A,8,,JOURNAL OF BIOMATERIALS APPLICATIONS,OCT 2021,36.0,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Effect of the Electronic Antibiotic Stewardship program in reducing DDDs of antibiotics in a second-level hospital,GORDILLO MOSCOSO ANTONIO A,6,,FASEB JOURNAL,APR 2020,34.0,Annual Meeting on Experimental Biology,"APR 04-07, 2020",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Analytical Method for Simultaneous Analysis of Losartan and E-3174 by HPLC in Human Plasma: Application in Pharmaceutical Science,GORDILLO MOSCOSO ANTONIO A,6,,CURRENT ANALYTICAL CHEMISTRY,2020,16.0,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blood levels of cytokines in patients with type 1 bipolar disorder, in manic episode and after treatment response",GORDILLO MOSCOSO ANTONIO A,6,,EUROPEAN NEUROPSYCHOPHARMACOLOGY,DEC 2019,29.0,32nd Congress of the European-College-of-Neuropsychopharmacology (ECNP),"SEP 07-10, 2019",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPP-4 Levels Are Increased in Subjects with Poor Sleep Quality,GORDILLO MOSCOSO ANTONIO A,9,,METABOLIC SYNDROME AND RELATED DISORDERS,OCT 1 2019,17.0,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FACTORS ASSOCIATED TO THERAPEUTIC FAILURE OF LOSARTAN IN PATIENTS WITH HEART FAILURE. PHARMACOKINETIC MODEL,GORDILLO MOSCOSO ANTONIO A,6,,FASEB JOURNAL,APR 2019,33.0,Experimental Biology Meeting (EB),"APR 06-09, 2019",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DETERMINATION OF THE METABOLOMIC FOOTPRINT IN WORKERS WITH SHIFT-WORK. PILOT STUDY,GORDILLO MOSCOSO ANTONIO A,10,,BASIC & CLINICAL PHARMACOLOGY & TOXICOLOGY,AUG 2018,123.0,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Differences in the Serum's Metabolomics in Patients with High Plasma Atherogenic Index and Healthy Controls. Preliminary Results,GORDILLO MOSCOSO ANTONIO A,10,,FASEB JOURNAL,APR 2018,32.0,"Annual Meeting of Amer-Assoc-of-Anatomists (AAA), Amer-Physiol-Soc (APS), Amer-Soc-for-Biochemistry-and-Mol-Biol (ASBMB), Amer-Soc-for-Investigat-Pathol (ASIP), Amer-Soc-for-Pharmacol-and-Experimental-Therapeut (ASPET) on Experimental Biology (EB)","APR 21-25, 2018",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Association of the Metabolomics Footprint, Body Fat and Serum Levels of Leptin, Ghrelin and Adiponectin In Shift Workers. Pilot Study",GORDILLO MOSCOSO ANTONIO A,8,,FASEB JOURNAL,APR 2018,32.0,"Annual Meeting of Amer-Assoc-of-Anatomists (AAA), Amer-Physiol-Soc (APS), Amer-Soc-for-Biochemistry-and-Mol-Biol (ASBMB), Amer-Soc-for-Investigat-Pathol (ASIP), Amer-Soc-for-Pharmacol-and-Experimental-Therapeut (ASPET) on Experimental Biology (EB)","APR 21-25, 2018",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
