Title,Authors,Corporate Authors,Book Editors,Source Title,Publication Date,Volume,Conference Title,Conference Date,Total Citations,Average per Year,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Heparan Sulfate and Sialic Acid in Viral Attachment: Two Sides of the Same Coin?,CERVANTES TORRES JACQUELYNNE BRENDA,9,,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,SEP 2022,23.0,,,10,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
Expression of immunogenic poliovirus Sabin type 1 VP proteins in transgenic tobacco,CERVANTES TORRES JACQUELYNNE BRENDA,7,,JOURNAL OF BIOTECHNOLOGY,OCT 10 2020,322.0,,,10,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,1
Renewed hope for a vaccine against the intestinal adult <i>Taenia solium</i>,CERVANTES TORRES JACQUELYNNE BRENDA,11,,JOURNAL OF PARASITOLOGY,AUG 2007,93.0,,,9,0.5,0,0,0,1,0,4,2,0,1,0,1,0,0,0,0,0,0,0,0,0
Identification and genomic characterization of influenza viruses with different origin in Mexican pigs,CERVANTES TORRES JACQUELYNNE BRENDA,8,,TRANSBOUNDARY AND EMERGING DISEASES,JAN 2019,66.0,,,8,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1
Intranasal dexamethasone: a new clinical trial for the control of inflammation and neuroinflammation in COVID-19 patients,CERVANTES TORRES JACQUELYNNE BRENDA,55,,TRIALS,FEB 14 2022,23.0,,,7,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
Helminth-derived peptide GK-1 induces Myd88-dependent pro-inflammatory signaling events in bone marrow-derived antigen-presenting cells,CERVANTES TORRES JACQUELYNNE BRENDA,4,,MOLECULAR IMMUNOLOGY,DEC 2020,128.0,,,7,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0
Phylogenetic analysis of ORF5 and ORF7 of porcine reproductive and respiratory syndrome (PRRS) virus and the frequency of wild-type PRRS virus in Mexico,CERVANTES TORRES JACQUELYNNE BRENDA,10,,TRANSBOUNDARY AND EMERGING DISEASES,AUG 2018,65.0,,,7,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,1
The helminth-derived peptide GK-1 induces an anti-tumoral CD8 T cell response associated with downregulation of the PD-1/PD-L1 pathway,CERVANTES TORRES JACQUELYNNE BRENDA,10,,CLINICAL IMMUNOLOGY,MAR 2020,212.0,,,6,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3
Preclinical evidences of safety of a new synthetic adjuvant to formulate with the influenza human vaccine: absence of subchronic toxicity and mutagenicity,CERVANTES TORRES JACQUELYNNE BRENDA,13,,IMMUNOPHARMACOLOGY AND IMMUNOTOXICOLOGY,JAN 2 2019,41.0,,,6,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0
Characterization of a murine model of endothelial dysfunction induced by chronic intraperitoneal administration of angiotensin II,CERVANTES TORRES JACQUELYNNE BRENDA,16,,SCIENTIFIC REPORTS,OCT 27 2021,11.0,,,5,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
Experimental and Theoretical Approaches To Investigate the Immunogenicity of <i>Taenia solium</i>-Derived KE7 Antigen,CERVANTES TORRES JACQUELYNNE BRENDA,19,,INFECTION AND IMMUNITY,DEC 2017,85.0,,,5,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0
"Complete genome sequence of a novel influenza A H1N2 virus circulating in swine from Central Bajio region, Mexico",CERVANTES TORRES JACQUELYNNE BRENDA,4,,TRANSBOUNDARY AND EMERGING DISEASES,DEC 2017,64.0,,,5,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0
Influenza vaccine: Development of a novel intranasal and subcutaneous recombinant adjuvant,CERVANTES TORRES JACQUELYNNE BRENDA,9,,VACCINE,AUG 20 2013,31.0,,,5,0.42,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0
DEVELOPMENT OF THE S3PVAC VACCINE AGAINST MURINE <i>TAENIA CRASSICEPS</i> CYSTICERCOSIS: A HISTORICAL REVIEW,CERVANTES TORRES JACQUELYNNE BRENDA,9,,JOURNAL OF PARASITOLOGY,AUG 2013,99.0,,,5,0.42,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0
An RBD-Based Diagnostic Method Useful for the Surveillance of Protective Immunity against SARS-CoV-2 in the Population,CERVANTES TORRES JACQUELYNNE BRENDA,20,,DIAGNOSTICS,JUL 2022,12.0,,,4,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
Role of Systemic and Nasal Glucocorticoid Treatment in the Regulation of the Inflammatory Response in Patients with SARS-Cov-2 Infection,CERVANTES TORRES JACQUELYNNE BRENDA,8,,ARCHIVES OF MEDICAL RESEARCH,FEB 2021,52.0,,,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
High stability of the immunomodulatory GK-1 synthetic peptide measured by a reversed phase high-performance liquid chromatography method,CERVANTES TORRES JACQUELYNNE BRENDA,5,,JOURNAL OF CHROMATOGRAPHY B-ANALYTICAL TECHNOLOGIES IN THE BIOMEDICAL AND LIFE SCIENCES,AUG 15 2017,1060.0,,,4,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
Towards the development of an epitope-focused vaccine for SARS-CoV-2,CERVANTES TORRES JACQUELYNNE BRENDA,44,,VACCINE,OCT 26 2022,40.0,,,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
Immunogenic and antigenic analysis of recombinant NSP1 and NSP11 of PRRS virus,CERVANTES TORRES JACQUELYNNE BRENDA,9,,VETERINARY MEDICINE AND SCIENCE,MAR 2022,8.0,,,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
GK-1 effectively reduces angiogenesis and prevents T cell exhaustion in a breast cancer murine experimental model,CERVANTES TORRES JACQUELYNNE BRENDA,13,,CANCER IMMUNOLOGY IMMUNOTHERAPY,,,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Natural Populations of <i>Galphimia</i> spp. Attenuates <i>In Vitro</i> and <i>In Vivo</i> Inflammatory Responses,CERVANTES TORRES JACQUELYNNE BRENDA,8,,REVISTA BRASILEIRA DE FARMACOGNOSIA-BRAZILIAN JOURNAL OF PHARMACOGNOSY,DEC 2022,32.0,,,1,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Influence of adjuvants on the amount, specificity and functional activity of antibody response to human influenza vaccine in mice",CERVANTES TORRES JACQUELYNNE BRENDA,14,,MOLECULAR IMMUNOLOGY,JUL 2021,135.0,,,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Toward a papaya-based oral vaccine against cysticercosis,CERVANTES TORRES JACQUELYNNE BRENDA,12,"Ortiz, GF; Castillo, EBG; Ochoa, LAL; Santamaria, JM",V INTERNATIONAL SYMPOSIUM ON PAPAYA,2019,1250.0,5th International Symposium on Papaya,"OCT 24-27, 2017",1,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The multiepitope anticysticercosis vaccine from laboratory to the field:: Novel delivery systems and alternative routes for vaccine administration,CERVANTES TORRES JACQUELYNNE BRENDA,24,,ICOPA XI: PROCEEDINGS OF THE 11TH INTERNATIONAL CONGRESS OF PARASITOLOGY,2006,,11th International Congress of Parasitology (ICOPA XI),"AUG 06-11, 2006",1,0.05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
